id,id,대분류,중분류,소분류,브랜드,human_imputed,human_imputed_proba,헤어타입,형태,특징,용량,unit,종류,효과,구성,두피타입,human,향계열,세트구성,사용부위,피부타입,인증,색상,부가기능,재질,사용시간,단계,생균,섭취량,제품용량,섭취횟수,섭취방법,원료명(식약처고시),주원료,MSM,분자량,수,중량,단백질성분,맛,포장unit,매수,무첨가,충전시간,전원방식,전원,품목,세트unit,용도,자외선차단지수,성분,사용가능,평량,정수과정,세탁기유형,겹수,HCA,열량,무게,개당열량,진동,제품크기,주성분,사이즈,가로사이즈,유발성분,단계별,고정방식,소비전력,롤수,길이,칫솔모타입,칫솔종류,칫솔헤드크기,적용모델,작동방식,디자인,안전,모드,칫솔모형태,회전,사용기간,와이어굵기,흡수,편의기능,몸무게(키즈),출시,헤드수,헤드종류,충전방식,추가구성,날수,전자동세정&충전,면도방식,헤드무빙,면도망,트리머,면도날종류,상태표시등,면도날,트리머(헤드교체),유형,분유성분,출시년도
5113,7071,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02013,미성년자,0.701356053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5114,7072,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02014,미성년자,0.565183878,,,,,,,,,,,,,,,,,,스테인리스스틸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115,7073,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-02017,미성년자,0.90391326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,7074,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-02017,미성년자,0.834755659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5117,7075,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-02017,미성년자,0.851564884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5118,7076,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02019,미성년자,0.710863769,,액상형,,,1개,,,본품,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5119,7077,B002-C001-0002,B002-C002-0002,B002-C003-0008,B002-02019,미성년자,0.742577493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,7078,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02019,미성년자,0.675059974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,7079,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02019,미성년자,0.642347932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5122,7080,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02020,미성년자,0.669857264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,7081,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02020,미성년자,0.610732675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,7082,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-02020,미성년자,0.690445304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5125,7083,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-02021,미성년자,0.759536743,,,,,,,,,,,,,,,,,,기타,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,7084,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02022,미성년자,0.772774935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,7085,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02022,미성년자,0.704359293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5128,7086,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02023,미성년자,0.795555353,,,,,,,,,,,,,,,,,,옥수수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,7087,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-02023,미성년자,0.855904758,,,,,,,,,,,,,,,,,,합성수지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5130,7088,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02024,미성년자,0.736374378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5131,7089,B002-C001-0004,B002-C002-0009,B002-C003-0047,B002-02024,미성년자,0.629444361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5132,7090,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-02025,미성년자,0.810634136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5133,7091,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02026,미성년자,0.628236413,,,,,,,,,,,,,,,,,,폴리프로필렌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5134,7092,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02026,미성년자,0.619142234,,,,,,,,,,,,,,,,,,부직포,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5135,7093,B002-C001-0001,B002-C002-0001,B002-C003-0002,B002-02027,미성년자,0.792688966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5136,7094,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02028,미성년자,0.682945251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5137,7095,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-02029,미성년자,0.753720462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5138,7096,B002-C001-0002,B002-C002-0002,B002-C003-0008,B002-02029,미성년자,0.708228469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5139,7097,B002-C001-0002,B002-C002-0003,B002-C003-0014,B002-02029,미성년자,0.809867799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5140,7098,B002-C001-0002,B002-C002-0006,B002-C003-0032,B002-02029,미성년자,0.774429619,,,,,,,,,,,,,,,,,,폴리프로필렌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5141,7099,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02029,미성년자,0.698730826,,,,,,,,,,,,,,,,,,폴리프로필렌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5142,7100,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02030,미성년자,0.643012106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5143,7101,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02030,미성년자,0.65938735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5144,7102,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02030,미성년자,0.605854452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5145,7103,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02030,미성년자,0.616874814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5146,7104,B002-C001-0002,B002-C002-0002,B002-C003-0008,B002-02030,미성년자,0.757111132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5147,7105,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02031,미성년자,0.613676727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5148,7106,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02032,미성년자,0.747453034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5149,7107,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02032,미성년자,0.780011415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,7108,B002-C001-0002,B002-C002-0004,B002-C003-0023,B002-02033,미성년자,0.861801445,,,,,,,,,,,,,,,,,,합성수지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,7109,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02033,미성년자,0.799516976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5152,7110,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-02034,미성년자,0.568757772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5153,7111,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02035,미성년자,0.651295304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5154,7112,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02035,미성년자,0.622498572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5155,7113,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02035,미성년자,0.817195415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,7114,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02035,미성년자,0.700715184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5157,7115,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02035,미성년자,0.794540107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5158,7116,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02035,미성년자,0.779613495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5159,7117,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02035,미성년자,0.805211186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,7118,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02035,미성년자,0.636624753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5161,7119,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02035,미성년자,0.749249756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5162,7120,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02035,미성년자,0.679460287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5163,7121,B002-C001-0002,B002-C002-0009,B002-C003-0045,B002-02035,미성년자,0.785479188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5164,7122,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-02036,미성년자,0.755344748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5165,7123,B002-C001-0002,B002-C002-0009,B002-C003-0046,B002-02038,미성년자,0.676775277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5166,7124,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-02038,미성년자,0.804235101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5167,7125,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-02039,미성년자,0.673198104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5168,7126,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-02040,미성년자,0.765451193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5169,7127,B002-C001-0002,B002-C002-0006,B002-C003-0034,B002-02041,미성년자,0.67177248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5170,7128,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02042,미성년자,0.715244949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5171,7129,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02042,미성년자,0.678555548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5172,7130,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02042,미성년자,0.674066305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5173,7131,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02042,미성년자,0.578098536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5174,7132,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02042,미성년자,0.573029637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5175,7133,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02042,미성년자,0.679865658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5176,7134,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-02042,미성년자,0.688960075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5177,7135,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-02043,미성년자,0.769482911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5178,7136,B002-C001-0002,B002-C002-0002,B002-C003-0006,B002-02044,미성년자,0.499391943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179,7137,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02045,미성년자,0.536063969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180,7138,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02045,미성년자,0.549488425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,7139,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02045,미성년자,0.47150895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5182,7140,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02045,미성년자,0.569981933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5183,7141,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02045,미성년자,0.568849921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5184,7142,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02045,미성년자,0.484698594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5185,7143,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02045,미성년자,0.528203666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5186,7144,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-02046,미성년자,0.690188646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5187,7145,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-02046,미성년자,0.572203755,,,,,,,,,,,,,,,,,,스테인리스스틸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,7146,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02048,미성년자,0.718508422,,,,,,,,,,,,,,,,,,합성수지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5189,7147,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02048,미성년자,0.542765558,,,,,,,,,,,,,,,,,,스테인리스스틸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5190,7148,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02048,미성년자,0.752065182,,,,,,,,,,,,,,,,,,합성수지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5191,7149,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02048,미성년자,0.59362191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192,7150,B002-C001-0002,B002-C002-0005,B002-C003-0028,B002-02048,미성년자,0.622517526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5193,7151,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02049,미성년자,0.778578162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5194,7152,B002-C001-0002,B002-C002-0004,B002-C003-0022,B002-02049,미성년자,0.785369396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,7153,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-02050,미성년자,0.530344784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5196,7154,B002-C001-0002,B002-C002-0005,B002-C003-0025,B002-02051,미성년자,0.584703267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5197,7155,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-02052,미성년자,0.708041728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5198,7156,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-02052,미성년자,0.707247376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5199,7157,B002-C001-0002,B002-C002-0004,B002-C003-0019,B002-02052,미성년자,0.692192495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,7158,B002-C001-0002,B002-C002-0004,B002-C003-0020,B002-02052,미성년자,0.697536349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5201,7159,B002-C001-0002,B002-C002-0004,B002-C003-0020,B002-02052,미성년자,0.623043835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5202,7160,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02052,미성년자,0.776957273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,7161,B002-C001-0002,B002-C002-0004,B002-C003-0021,B002-02052,미성년자,0.686836302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
